VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Vehicle Age,Vehicle Category
7FCTGFAA0T,King,Seattle,WA,98136,2026,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,292359903,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502,0,BEV
KM8KN4DE5R,King,Seattle,WA,98116,2024,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,267681767,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600,2,BEV
3FMTK3SS6P,Clark,Brush Prairie,WA,98606,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,249989638,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603,3,BEV
1V2JSPE83T,King,Des Moines,WA,98198,2026,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,289651288,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028700,0,BEV
7FCEHEB79P,King,Kent,WA,98032,2023,Rivian,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,240372856,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206,3,BEV
WBY8P2C07M,King,Seattle,WA,98112,2021,Bmw,I3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,156748462,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200,5,BEV
3FMTK1SU8T,King,Seattle,WA,98104,2026,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,293046337,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,0,BEV
1G1RA6E46C,King,Federal Way,WA,98023,2012,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,30.0,257317658,POINT (-122.36217 47.31011),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53033030306,14,PHEV
1GYKPYRLXS,King,Seattle,WA,98109,2025,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,281624318,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000,1,BEV
2C4RC1R75M,King,Seattle,WA,98144,2021,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,37.0,186342341,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010002,5,PHEV
2G5ZJ2TY6S,Thurston,Olympia,WA,98506,2025,Chevrolet,BRIGHTDROP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,279040331,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300,1,BEV
WAU2DAGH5S,King,Sammamish,WA,98074,2025,Audi,A6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,287396329,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032216,1,BEV
3MW5P7J0XM,King,Kent,WA,98042,2021,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,47.0,290998844,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707,5,PHEV
WBY8P6C55K,Clark,Camas,WA,98607,2019,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.0,14.0,239781237,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040511,7,BEV
1G1RB6E48F,King,Federal Way,WA,98023,2015,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,30.0,285276743,POINT (-122.36217 47.31011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030308,11,PHEV
5NMMCET14P,Snohomish,Woodinville,WA,98072,2023,Genesis,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,266805689,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,53061051912,3,BEV
YV4H60PE9S,King,Shoreline,WA,98177,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,32.0,283977830,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200,1,PHEV
7JDE23KL1S,King,Sammamish,WA,98075,2025,Volvo,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,286662008,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,1,BEV
YV4BR0DL4M,Clark,Battle Ground,WA,98604,2021,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,18.0,150168903,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416,5,PHEV
2C4RC1L71L,Thurston,Olympia,WA,98501,2020,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,22.0,271486897,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100,6,PHEV
WP0AB2Y13L,King,Medina,WA,98039,2020,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.0,48.0,151085259,POINT (-122.23892 47.61613),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200,6,BEV
7FCEHDB79N,King,Kent,WA,98032,2022,Rivian,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,216833025,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029206,4,BEV
KL8CL6S01F,King,Seattle,WA,98125,2015,Chevrolet,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,46.0,170545679,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,11,BEV
YV4H60JG6S,King,Seattle,WA,98103,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,46.0,281994366,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700,1,PHEV
WAUG9BFWXS,King,Issaquah,WA,98029,2025,Audi,S E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,285189201,POINT (-122.01656 47.57118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221,1,BEV
5LMYJ8XY2P,Kitsap,Poulsbo,WA,98370,2023,Lincoln,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,23.0,235805160,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502,3,PHEV
3FA6P0PU8E,Clark,Battle Ground,WA,98604,2014,Ford,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,18.0,203879273,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040416,12,PHEV
1GKB0RDC9R,King,Kent,WA,98032,2024,Gmc,HUMMER EV SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,265044041,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701,2,BEV
W1KEG2BBXP,King,Seattle,WA,98119,2023,Mercedes-Benz,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,280871937,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902,3,BEV
7PDSGABP0T,King,Issaquah,WA,98027,2026,Rivian,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,286358635,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023404,0,BEV
WA1AAAGE9P,Clark,Vancouver,WA,98684,2023,Audi,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,17.0,228434146,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041335,3,BEV
WBY33AW03N,King,Black Diamond,WA,98010,2022,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,238582508,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031605,4,BEV
JM3KJEHA7S,Kitsap,Kingston,WA,98346,2025,Mazda,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,23.0,267550839,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101,1,PHEV
JN8DF0CH4S,King,Federal Way,WA,98023,2025,Nissan,ARIYA MPV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,285971213,POINT (-122.36217 47.31011),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030201,1,BEV
JN1AZ2CA3T,King,Seattle,WA,98105,2026,Nissan,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,288019973,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101,0,BEV
YV4H60JB1S,Cowlitz,Kelso,WA,98626,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,19.0,280692065,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200,1,PHEV
WAUFJBFW4P,King,Kenmore,WA,98028,2023,Audi,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,291852970,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701,3,BEV
WBY8P6C53K,King,Seattle,WA,98122,2019,Bmw,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.0,37.0,267810987,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,7,BEV
JTMAAAAA2R,King,Federal Way,WA,98003,2024,Toyota,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,285423022,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030203,2,BEV
WA1J2BFZ0N,King,Sammamish,WA,98074,2022,Audi,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,287907406,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317,4,BEV
KMHCX5LD1M,Kitsap,Poulsbo,WA,98370,2021,Hyundai,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29.0,23.0,284557941,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502,5,PHEV
5YJSA1E69S,King,Seattle,WA,98134,2025,Tesla,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,285203250,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,1,BEV
WBA33AG03P,King,Shoreline,WA,98020,2023,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,32.0,284216950,POINT (-122.37695 47.81113),CITY OF SEATTLE - (WA),53033020200,3,PHEV
1G1RD6S53G,King,Des Moines,WA,98198,2016,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,30.0,186773730,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003,10,PHEV
KMHM54AC6P,Cowlitz,Longview,WA,98632,2023,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,19.0,253820913,POINT (-122.95058 46.14681),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000802,3,BEV
3FMTK1S53R,Kitsap,Port Orchard,WA,98366,2024,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,271803892,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092300,2,BEV
KMHC75LD8M,King,Seattle,WA,98103,2021,Hyundai,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29.0,43.0,169291104,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,5,PHEV
KNDCC3LD9N,King,Seattle,WA,98116,2022,Kia,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,34.0,193823542,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701,4,PHEV
1FTZR0817Y,King,Seattle,WA,98117,2000,Ford,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,36.0,142611402,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500,26,BEV
WP0AA2Y17M,King,Des Moines,WA,98198,2021,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,161182661,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003,5,BEV
4JGGM2CB0P,Snohomish,Snohomish,WA,98290,2023,Mercedes-Benz,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,262908950,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502,3,BEV
WMW13DJ05P,King,Maple Valley,WA,98038,2023,Mini,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,205018537,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032008,3,BEV
YV4H60DA3P,King,Seattle,WA,98105,2023,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,46.0,235012102,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102,3,PHEV
SADHC2S18L,Jefferson,Sequim,WA,98382,2020,Jaguar,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,24.0,291548890,POINT (-123.10367 48.07965),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501,6,BEV
JM3KKCHAXT,King,Shoreline,WA,98133,2026,Mazda,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27.0,32.0,290965258,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000,0,PHEV
3GPKHURM3S,King,Seatac,WA,98198,2025,Honda,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,282377546,POINT (-122.30615 47.38542),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028802,1,BEV
WA1LABGEXK,King,Seattle,WA,98112,2019,Audi,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,43.0,478300826,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300,7,BEV
1C4RJYC6XR,Clark,Camas,WA,98607,2024,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,14.0,275274009,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040511,2,PHEV
WP1AN2AY0R,King,Sammamish,WA,98075,2024,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56.0,41.0,268284474,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,2,PHEV
KNDC34LB5N,Kitsap,Poulsbo,WA,98370,2022,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,268113870,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201,4,BEV
WA12AAGE1P,Kitsap,Bremerton,WA,98311,2023,Audi,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,236348486,POINT (-122.61158 47.62691),PUGET SOUND ENERGY INC,53035091701,3,BEV
W1K6G8CB4T,King,Sammamish,WA,98075,2026,Mercedes-Benz,S-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,41.0,290101094,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217,0,PHEV
WBA33AG04N,Cowlitz,Kelso,WA,98626,2022,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,19.0,290126189,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200,4,PHEV
1C4RJYD63P,Yakima,Yakima,WA,98903,2023,Jeep,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,14.0,265306576,POINT (-120.71847 46.55029),PACIFICORP,53077002803,3,PHEV
YSREA3YB6S,King,Seattle,WA,98144,2025,Polestar,POLESTAR 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,274268746,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900,1,BEV
WA1M2BFZ9P,King,Sammamish,WA,98074,2023,Audi,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,257645468,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317,3,BEV
2C4RC1S75T,King,Seattle,WA,98104,2026,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,37.0,293046288,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,0,PHEV
5YJXCDE28G,King,Kent,WA,98031,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,33.0,228682037,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305,10,BEV
WVGKMPE25M,Island,Oak Harbor,WA,98277,2021,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,10.0,284410262,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970800,5,BEV
JTMCB3FV5N,King,Seattle,WA,98103,2022,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,43.0,208555567,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901,4,PHEV
WP1AN2AY2T,King,Medina,WA,98039,2026,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27.0,48.0,285591316,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200,0,PHEV
5YJSA1AG7D,Cowlitz,Kelso,WA,98626,2013,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,20.0,195367672,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700,13,BEV
WB533CF07R,Thurston,Olympia,WA,98502,2024,Bmw,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,264946069,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520,2,BEV
5YJXCDE46H,King,Seattle,WA,98109,2017,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,36.0,151119202,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800,9,BEV
7UUG1GHK5T,King,Seattle,WA,98109,2026,Lucid,GRAVITY,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,287423006,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000,0,BEV
1FTBW9CM3S,King,Seattle,WA,98121,2025,Ford,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,286201429,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003,1,BEV
WA1G2AFY6R,Thurston,Olympia,WA,98501,2024,Audi,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,22.0,275040223,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721,2,PHEV
1FTBW3XK3N,King,Auburn,WA,98001,2022,Ford,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,202673180,POINT (-122.28802 47.30264),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030501,4,BEV
7G2CEHEE4S,King,Seattle,WA,98134,2025,Tesla,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,285269645,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,1,BEV
1G1FW6S03M,King,Seattle,WA,98115,2021,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,263260609,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900,5,BEV
KM8HB3A74R,King,Seattle,WA,98112,2024,Hyundai,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,270737022,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700,2,BEV
1V2FMPE85P,Thurston,Olympia,WA,98501,2023,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,276050309,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400,3,BEV
YV4H60JBXS,King,Seattle,WA,98103,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,43.0,283111461,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100,1,PHEV
5NMMCET18P,Kitsap,Bremerton,WA,98312,2023,Genesis,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,35.0,291103200,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600,3,BEV
5YJXCDE29G,King,Sammamish,WA,98075,2016,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,41.0,178695037,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213,10,BEV
JN1AZ2BA0T,King,Bothell,WA,98011,2026,Nissan,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,291151948,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021803,0,BEV
WP0AB2Y15P,King,Bellevue,WA,98004,2023,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,273797583,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001,3,BEV
1FTBW3XKXP,King,Seattle,WA,98134,2023,Ford,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,231129475,POINT (-122.32741 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300,3,BEV
YV4ED3UB7N,Thurston,Olympia,WA,98506,2022,Volvo,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,278385747,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211,4,BEV
1V2JSPE88T,King,Sammamish,WA,98075,2026,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,288878285,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211,0,BEV
3FMTK1R47R,King,Seattle,WA,98122,2024,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,271206505,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700,2,BEV
7FCTGCAP1S,King,Auburn,WA,98092,2025,Rivian,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,274126289,POINT (-122.18263 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208,1,BEV
WBY8P8C53K,Kitsap,Bainbridge Island,WA,98110,2019,Bmw,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,23.0,228846642,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002,7,PHEV
WA13AAGE4N,King,Burien,WA,98146,2022,Audi,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,288018244,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700,4,BEV
YSMFE3KA4R,Kitsap,Hansville,WA,98340,2024,Polestar,POLESTAR 2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,289795775,POINT (-122.54765 47.91795),PUGET SOUND ENERGY INC,53035090101,2,BEV
3C4RJNAK1R,Clark,Vancouver,WA,98682,2024,Jeep,WAGONEER S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,293842090,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604,2,BEV
