VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract,Vehicle Age,Vehicle Category
WMEEJ9AA0D,Snohomish,Everett,WA,98208,2013,Smart,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68.0,21.0,109792077,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041814,13,BEV
WP1AA2XA7R,King,Kirkland,WA,98033,2024,Porsche,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,48.0,291418494,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,2,BEV
JTDKN3DP8C,Kitsap,Port Orchard,WA,98367,2012,Toyota,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6.0,26.0,202295257,POINT (-122.68516 47.50645),PUGET SOUND ENERGY INC,53035092802,14,PHEV
5YJSA1DN3C,Clark,Vancouver,WA,98685,2012,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265.0,18.0,476338285,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908,14,BEV
5YJYGDEF5M,King,Kirkland,WA,98034,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,177611955,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903,5,BEV
3GN7DMRP7S,King,Bellevue,WA,98008,2025,Chevrolet,EQUINOX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,283452466,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403,1,BEV
1G1FY6S07L,King,Bellevue,WA,98004,2020,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,41.0,259727513,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,6,BEV
5YJXCBE47K,King,Mercer Island,WA,98040,2019,Tesla,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,41.0,138450399,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601,7,BEV
7YAKMDDC2S,King,Sammamish,WA,98075,2025,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,286766532,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,1,BEV
5YJSA1H28F,Clark,Battle Ground,WA,98604,2015,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,17.0,267093746,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040408,11,BEV
3FMTK3SU9P,King,Seattle,WA,98177,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,258237927,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702,3,BEV
7SAYGAEE2N,King,Bellevue,WA,98004,2022,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,210011273,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,4,BEV
KNDCE3LG5L,Snohomish,Lynnwood,WA,98037,2020,Kia,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,21.0,245575739,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928,6,BEV
KMHM54ACXS,Snohomish,Lake Stevens,WA,98258,2025,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,276392266,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604,1,BEV
7SAXCBE5XN,King,Kirkland,WA,98034,2022,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,213426566,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,4,BEV
5XYAEFS59T,King,Bellevue,WA,98007,2026,Kia,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,286242561,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,0,BEV
5UX43EU00S,King,Seattle,WA,98146,2025,Bmw,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,34.0,277953735,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000,1,PHEV
1FT6W5L78S,King,Kirkland,WA,98033,2025,Ford,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,284330210,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603,1,BEV
5YJ3E1EA1J,Kitsap,Bainbridge Island,WA,98110,2018,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,23.0,397141,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002,8,BEV
WMW13DJ01R,King,Seattle,WA,98125,2024,Mini,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,265830442,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100,2,BEV
3GYK3EMR3S,King,Seattle,WA,98177,2025,Cadillac,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,284018346,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,1,BEV
YSMFE3KA7R,King,Redmond,WA,98052,2024,Polestar,POLESTAR 2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,270130514,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324,2,BEV
WAU3DAGH2S,King,Seattle,WA,98177,2025,Audi,A6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,287996061,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402,1,BEV
WBY43AW05R,King,Kirkland,WA,98033,2024,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,270129625,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402,2,BEV
5YJYGDEF4M,King,Newcastle,WA,98056,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,180575146,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703,5,BEV
3GNKDGRJXT,Thurston,Olympia,WA,98501,2026,Chevrolet,BLAZER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,291435637,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100,0,BEV
1N4AZ1CP0L,King,Kirkland,WA,98034,2020,Nissan,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,1.0,102505413,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,6,BEV
7SAYGDEF5N,Snohomish,Everett,WA,98208,2022,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,218820444,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041610,4,BEV
YV4ED3GL9P,Kitsap,Bainbridge Island,WA,98110,2023,Volvo,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,23.0,260158664,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091001,3,BEV
7JRH60FW9P,King,Kirkland,WA,98033,2023,Volvo,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41.0,48.0,270057350,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702,3,PHEV
7SAYGDEE1S,Clark,Camas,WA,98607,2025,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,273324824,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011041500,1,BEV
2C4RC1L76N,King,Seattle,WA,98101,2022,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,36.0,216587437,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101,4,PHEV
KM8KNDA81S,King,Bothell,WA,98011,2025,Hyundai,IONIQ 5 N,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,274052159,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,1,BEV
1FTBW1YK6R,King,Pacific,WA,98047,2024,Ford,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,271664844,POINT (-122.24692 47.26465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030902,2,BEV
3FMTK3S59R,King,Sammamish,WA,98075,2024,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,269364770,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224,2,BEV
2C4RC1L77N,Clark,Vancouver,WA,98682,2022,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,17.0,227204827,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041330,4,PHEV
5YJYGDEE6M,King,Seattle,WA,98133,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,194555084,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,5,BEV
1V2WNPE88P,King,Kirkland,WA,98034,2023,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,278040164,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022201,3,BEV
YV4H60PJ4S,King,Seattle,WA,98125,2025,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,46.0,276778603,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,1,PHEV
ZACPDFCWXR,King,Bellevue,WA,98004,2024,Dodge,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,41.0,271723567,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807,2,PHEV
WBY43HD04T,King,Bellevue,WA,98005,2026,Bmw,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,294900028,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702,0,BEV
5YJ3E1EB4R,King,Renton,WA,98055,2024,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,271970947,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025806,2,BEV
3FMTK3SS4P,King,Kent,WA,98030,2023,Ford,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,245619678,POINT (-122.19976 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504,3,BEV
5YJYGAEE9M,King,Kirkland,WA,98033,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,176255355,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401,5,BEV
7SAYGDEE7R,King,Newcastle,WA,98056,2024,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,268657567,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704,2,BEV
7SAYGDED0S,King,Kenmore,WA,98028,2025,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,278670857,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,1,BEV
7JDEV3VL8S,King,Seattle,WA,98125,2025,Volvo,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,278223326,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201,1,BEV
5YJYGDEE8M,Skagit,Anacortes,WA,98221,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,40.0,157511588,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940401,5,BEV
WVWKR7AU4H,King,Seattle,WA,98107,2017,Volkswagen,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,43.0,128499570,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400,9,BEV
7SAXCDE51T,King,Auburn,WA,98092,2026,Tesla,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,290514507,POINT (-122.18263 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031208,0,BEV
WB533CF03P,King,Bellevue,WA,98006,2023,Bmw,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,218506116,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905,3,BEV
SAL1L9E43S,King,Bellevue,WA,98004,2025,Land Rover,RANGE ROVER SPORT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,60.0,41.0,281542362,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801,1,PHEV
1V2JSPE89S,Clark,Vancouver,WA,98664,2025,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,49.0,281606202,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208,1,BEV
5YJ3E1EC7M,King,Kirkland,WA,98034,2021,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,259719624,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,5,BEV
JTMEB3FV1P,King,Kirkland,WA,98034,2023,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,45.0,252337165,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,3,PHEV
WP0AA2Y18M,King,Kirkland,WA,98033,2021,Porsche,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,153943303,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,5,BEV
1FT6W3L75R,Thurston,Olympia,WA,98512,2024,Ford,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,35.0,275771296,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011810,2,BEV
2T3YL4DV8E,Clark,Vancouver,WA,98662,2014,Toyota,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103.0,17.0,286805760,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709,12,BEV
WAUCJBFW6N,King,Bellevue,WA,98007,2022,Audi,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,205723115,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201,4,BEV
KNDCR3L11P,King,Seattle,WA,98133,2023,Kia,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,233555402,POINT (-122.33364 47.73709),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,3,BEV
7PDSGBBA2S,King,Kirkland,WA,98033,2025,Rivian,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,276324590,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603,1,BEV
1G1FX6S02P,King,Seattle,WA,98146,2023,Chevrolet,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,251091662,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100,3,BEV
YSMET3KA0P,King,Bothell,WA,98011,2023,Polestar,POLESTAR 2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,276780353,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,3,BEV
WP1AE2A22H,King,Bellevue,WA,98006,2017,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,41.0,170646591,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800,9,PHEV
5YJYGDEF3M,King,Bellevue,WA,98004,2021,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,161507426,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002,5,BEV
JTJAAAAB5P,King,Kent,WA,98031,2023,Lexus,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,236538326,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407,3,BEV
KNDJP3AE2H,San Juan,Eastsound,WA,98245,2017,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,40.0,124470671,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960101,9,BEV
2C4RC1L7XM,Pierce,Tacoma,WA,98445,2021,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,25.0,152552942,POINT (-122.40872 47.16568),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,53053071603,5,PHEV
WA1VABGE5N,King,Renton,WA,98055,2022,Audi,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,202162425,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308,4,BEV
WVGUNPE22M,King,Seattle,WA,98112,2021,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,205444116,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,5,BEV
WA1H2BFZ4N,King,Seattle,WA,98102,2022,Audi,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,278298163,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500,4,BEV
JTMFB3FV1R,King,Seattle,WA,98125,2024,Toyota,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,46.0,258843763,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,2,PHEV
1G1RA6S56J,King,Bellevue,WA,98007,2018,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,41.0,107505086,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,8,PHEV
WAUEJBFW3N,King,Seattle,WA,98112,2022,Audi,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,227528325,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300,4,BEV
1FTBW1YKXP,King,Redmond,WA,98052,2023,Ford,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,269658189,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,3,BEV
KNDPZDAH1P,Clark,Vancouver,WA,98685,2023,Kia,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,18.0,239777933,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,3,PHEV
5YJ3E1ECXP,Snohomish,Lake Stevens,WA,98258,2023,Tesla,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,39.0,289379513,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061053505,3,BEV
YV4BR0CZ2N,King,Seattle,WA,98109,2022,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,36.0,237802953,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006702,4,PHEV
WVGTMPE2XM,King,Bellevue,WA,98004,2021,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,179586767,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807,5,BEV
3GPKHXRJ5R,King,Bellevue,WA,98008,2024,Honda,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,278547769,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,2,BEV
KNDPYDDH1R,Clark,Vancouver,WA,98686,2024,Kia,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,17.0,274176171,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812,2,PHEV
3GYK3EMR8S,Snohomish,Lynnwood,WA,98087,2025,Cadillac,OPTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,286532459,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041703,1,BEV
1G1RD6S57H,Kitsap,Bainbridge Island,WA,98110,2017,Chevrolet,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,23.0,216929835,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002,9,PHEV
7SAYGDED7T,Clark,Camas,WA,98607,2026,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,287305049,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610,0,BEV
JA4J24A57J,Jefferson,Port Hadlock,WA,98339,2018,Mitsubishi,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,24.0,230249911,POINT (-122.75878 48.03591),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950400,8,PHEV
7SYEJ3YB6S,Clark,Vancouver,WA,98685,2025,Polestar,POLESTAR 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,286308676,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908,1,BEV
WB523CF01S,King,Kirkland,WA,98033,2025,Bmw,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,276825503,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501,1,BEV
KNDCE3LG6K,King,Auburn,WA,98001,2019,Kia,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,47.0,477855283,POINT (-122.28802 47.30264),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902,7,BEV
KNDCC3LG4N,King,Renton,WA,98058,2022,Kia,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,185556948,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031910,4,BEV
KM8KN4DEXR,King,Kent,WA,98032,2024,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,290966385,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702,2,BEV
KNDC3DLC2P,Snohomish,Monroe,WA,98272,2023,Kia,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,39.0,227895797,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061053803,3,BEV
7SAYGDEEXR,King,Redmond,WA,98052,2024,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,267124987,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,2,BEV
1GYKPRRL9R,King,Hunts Point,WA,98004,2024,Cadillac,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,261281660,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100,2,BEV
7SAYGAEE7S,King,Bellevue,WA,98004,2025,Tesla,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,278023889,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902,1,BEV
YV4H60RD0T,Clark,Camas,WA,98607,2026,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,18.0,293227357,POINT (-122.40177 45.58705),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609,0,PHEV
